"TEMA";"SUBTEMA";"PERGUNTA";"NOME_ARQUIVO_JS"
"Cultura e Esportes";"Cinema";"Qual é a quantidade de salas de cinema em Salvador comparado com a quantidade de salas de cinema na Bahia?";"qt4.csv"
"Cultura e Esportes";"Cinema";"Qual é a quantidade de complexos de cinema em Salvador?";"qt5.csv"
